Existing_WS_ID,Existing_Name,Existing_Primary_MIC,Existing_Primary_Ticker,Existing_ISIN,Lane_A_Status,Auto_ISIN_Candidate,Auto_Security_Name,Auto_Security_Class,Auto_Instrument_Type,Auto_Primary_MIC,Auto_Primary_Ticker,Auto_Source,Auto_Source_Rank,Auto_Confidence,Auto_Notes,Verified_Issuer,Verified_Security_Name,Verified_Security_Class,Verified_Instrument_Type,Verified_ISIN,Verified_Primary_Exchange,Verified_Primary_MIC,Verified_Primary_Ticker,CUSIP_Crosscheck,Evidence_Primary_Source,Evidence_Primary_Rank,Evidence_Primary_Date,Evidence_Supporting_Source,Evidence_Supporting_Rank,Evidence_Supporting_Date,ISIN_Format_Check,ISIN_Luhn_Check,Security_Class_Match,Ticker_Match,MIC_Match,Corporate_Action_Status,Collision_Status,Final_Status,Review_Reason,Evidence_Notes
"WS:XTSE:IPCO","International Petroleum Corporation","XTSE","IPCO","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","IPCO","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","International Petroleum Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","IPCO","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:IVN","Ivanhoe Mines Ltd.","XTSE","IVN","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","IVN","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Ivanhoe Mines Ltd.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","IVN","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:JWEL","Jamieson Wellness Inc.","XTSE","JWEL","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","JWEL","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Jamieson Wellness Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","JWEL","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:K","Kinross Gold Corporation","XTSE","K","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","K","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Kinross Gold Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","K","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:KEL","Kelt Exploration Ltd.","XTSE","KEL","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","KEL","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Kelt Exploration Ltd.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","KEL","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:KEY","Keyera Corp.","XTSE","KEY","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","KEY","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Keyera Corp.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","KEY","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","TICKER_ONLY_CROSS_MIC","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:KMP.UN","Killam Apartment Real Estate Investment Trust","XTSE","KMP.UN","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","KMP.UN","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Killam Apartment Real Estate Investment Trust","","","UNRESOLVED","Toronto Stock Exchange","XTSE","KMP.UN","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:KNT","K92 Mining Inc.","XTSE","KNT","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","KNT","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","K92 Mining Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","KNT","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:KXS","Kinaxis Inc.","XTSE","KXS","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","KXS","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Kinaxis Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","KXS","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:L","Loblaw Companies Limited","XTSE","L","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","L","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Loblaw Companies Limited","","","UNRESOLVED","Toronto Stock Exchange","XTSE","L","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","TICKER_ONLY_CROSS_MIC","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LAC","Lithium Americas Corp.","XTSE","LAC","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LAC","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Lithium Americas Corp.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LAC","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LB","Laurentian Bank of Canada","XTSE","LB","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LB","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Laurentian Bank of Canada","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LB","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LIF","Labrador Iron Ore Royalty Corporation","XTSE","LIF","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LIF","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Labrador Iron Ore Royalty Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LIF","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LNR","Linamar Corporation","XTSE","LNR","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LNR","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Linamar Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LNR","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LSPD","Lightspeed Commerce Inc. Subordinate Voting Shares","XTSE","LSPD","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LSPD","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Lightspeed Commerce Inc. Subordinate Voting Shares","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LSPD","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LUG","Lundin Gold Inc.","XTSE","LUG","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LUG","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Lundin Gold Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LUG","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:LUN","Lundin Mining Corporation","XTSE","LUN","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","LUN","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Lundin Mining Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","LUN","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MAU","Montage Gold Corp.","XTSE","MAU","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MAU","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Montage Gold Corp.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MAU","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MDA","MDA Space Ltd.","XTSE","MDA","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MDA","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","MDA Space Ltd.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MDA","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MFC","Manulife Financial Corporation","XTSE","MFC","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MFC","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Manulife Financial Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MFC","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MFI","Maple Leaf Foods Inc.","XTSE","MFI","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MFI","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Maple Leaf Foods Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MFI","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MG","Magna International Inc.","XTSE","MG","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MG","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Magna International Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MG","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MRU","Metro Inc.","XTSE","MRU","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MRU","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Metro Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MRU","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MTL","Mullen Group Ltd.","XTSE","MTL","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MTL","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Mullen Group Ltd.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MTL","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:MX","Methanex Corporation","XTSE","MX","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","MX","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","Methanex Corporation","","","UNRESOLVED","Toronto Stock Exchange","XTSE","MX","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:NA","National Bank of Canada","XTSE","NA","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","NA","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","National Bank of Canada","","","UNRESOLVED","Toronto Stock Exchange","XTSE","NA","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:NFI","NFI Group Inc.","XTSE","NFI","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","NFI","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","NFI Group Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","NFI","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:NG","NovaGold Resources Inc.","XTSE","NG","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","NG","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","NovaGold Resources Inc.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","NG","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
"WS:XTSE:NGEX","NGEx Minerals Ltd.","XTSE","NGEX","","HARD_REVIEW_REQUIRED","","","","UNRESOLVED","XTSE","NGEX","TMX/TSX + issuer/filing source review","R1/R2","LOW","No exact Security-Class ISIN payload available; fail-closed","","NGEx Minerals Ltd.","","","UNRESOLVED","Toronto Stock Exchange","XTSE","NGEX","","TMX/TSX listing directory and repository TMX lineage","R1","2026-08-22T18:43:59.282000","Issuer/SEDAR+ review path; no exact ISIN established","R1/R2","2026-08-22T18:43:59.282000","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","PASS","PASS","NONE","NO_COLLISION","IDENTITY_REVIEW","MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED","Baseline Source_ID=SRC_TMX_TSX_COMPOSITE; Source_AsOf=; Last_Validated=2026-08-22T18:43:59.282000; Notes=; no new membership introduced"
