Yahoo_Symbol,Primary_Ticker,Issuer,Security,GICS_Sector,GICS_Sub,CIK,Wikidata_QID,ISIN,Primary_MIC,Instrument_Type,Admission_Status,Admission_Reason,Evidence_Source,Evidence_Status,SP500_Membership,WS_ID
SHW,SHW,Sherwin-Williams,Sherwin-Williams,Materials,Specialty Chemicals,89800,Q48881,US8243481061,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8243481061:XNYS
SWKS,SWKS,Skyworks Solutions,Skyworks Solutions,Information Technology,Semiconductors,4127,Q7538146,US83088M1027,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US83088M1027:XNAS
SJM,SJM,The J.M. Smucker Company,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,91419,Q7742790,US8326964058,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8326964058:XNYS
SNA,SNA,Snap-on,Snap-on,Industrials,Industrial Machinery & Supplies & Components,91440,Q1631922,US8330341012,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8330341012:XNYS
SOLV,SOLV,Solventum,Solventum,Health Care,Health Care Technology,1964738,Q124795355,US83444M1018,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US83444M1018:XNYS
SO,SO,Siamrajathanee,Southern Company,Utilities,Electric Utilities,92122,Q139355840,US8425871071,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8425871071:XNYS
LUV,LUV,Southwest Airlines,Southwest Airlines,Industrials,Passenger Airlines,92380,Q503308,US8447411088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8447411088:XNYS
SWK,SWK,Stanley Black & Decker,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,93556,Q706094,US8545021011,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8545021011:XNYS
SBUX,SBUX,Starbucks,Starbucks,Consumer Discretionary,Restaurants,829224,Q37158,US8552441094,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8552441094:XNAS
STT,STT,State Street Corporation,State Street Corporation,Financials,Asset Management & Custody Banks,93751,Q2037125,US8574771031,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8574771031:XNYS
STLD,STLD,Steel Dynamics,Steel Dynamics,Materials,Steel,1022671,Q7605667,US8581191009,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8581191009:XNAS
STE,STE,Steris,Steris,Health Care,Health Care Equipment,1757898,Q80947821,US8591521005,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8591521005:XNYS
SYK,SYK,Stryker Corporation,Stryker Corporation,Health Care,Health Care Equipment,310764,Q2357515,US8636671013,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8636671013:XNYS
SMCI,SMCI,Supermicro,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1375365,Q1817174,US86800U1043,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US86800U1043:XNAS
SYF,SYF,Synchrony Financial,Synchrony Financial,Financials,Consumer Finance,1601712,Q18387139,US87165B1035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US87165B1035:XNYS
SNPS,SNPS,Synopsys,Synopsys,Information Technology,Application Software,883241,Q2303478,US8716071076,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8716071076:XNAS
SYY,SYY,Sysco,Sysco,Consumer Staples,Food Distributors,96021,Q2376711,US8718291078,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8718291078:XNYS
TMUS,TMUS,T-Mobile US,T-Mobile US,Communication Services,Wireless Telecommunication Services,1283699,Q3511885,US8725901040,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8725901040:XNAS
TROW,TROW,T. Rowe Price,T. Rowe Price,Financials,Asset Management & Custody Banks,1113169,Q3511946,US74144T1088,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US74144T1088:XNAS
TTWO,TTWO,Take-Two Interactive,Take-Two Interactive,Communication Services,Interactive Home Entertainment,946581,Q94933,US8740541094,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8740541094:XNAS
TPR,TPR,"Tapestry, Inc.","Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1116132,Q56273715,US8760301072,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8760301072:XNYS
TRGP,TRGP,Targa Resources,Targa Resources,Energy,Oil & Gas Storage & Transportation,1389170,Q7685824,US87612G1013,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US87612G1013:XNYS
TGT,TGT,Telegate,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,27419,Q539352,US87612E1064,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US87612E1064:XNYS
TDY,TDY,Teledyne Technologies,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,1094285,Q7696127,US8793601050,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8793601050:XNYS
TSLA,TSLA,Tesla,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1318605,Q478214,US88160R1014,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US88160R1014:XNAS
TXN,TXN,Texas Instruments,Texas Instruments,Information Technology,Semiconductors,97476,Q193412,US8825081040,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8825081040:XNAS
TPL,TPL,Texas Pacific Land Trust,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,1811074,Q7707900,US88262P1021,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US88262P1021:XNYS
TXT,TXT,Textron,Textron,Industrials,Aerospace & Defense,217346,Q2140315,US8832031012,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8832031012:XNYS
TMO,TMO,Thermo Fisher Scientific Inc.,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,97745,Q643674,US8835561023,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8835561023:XNYS
TJX,TJX,TJX Companies,TJX Companies,Consumer Discretionary,Apparel Retail,109198,Q1285819,US8725401090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8725401090:XNYS
TKO,TKO,WWE,TKO Group Holdings,Communication Services,Movies & Entertainment,1973266,Q35339,US87256C1018,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US87256C1018:XNYS
TTD,TTD,Trade Desk,Trade Desk (The),Communication Services,Advertising,1671933,Q60744565,US88339J1051,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US88339J1051:XNAS
TSCO,TSCO,Tesco,Tractor Supply,Consumer Discretionary,Other Specialty Retail,916365,Q487494,US8923561067,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8923561067:XNAS
TT,TT,Ingersoll Rand,Trane Technologies,Industrials,Building Products,1466258,Q1663044,US45687V1061,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US45687V1061:XNYS
TDG,TDG,TransDigm Group Inc.,TransDigm Group,Industrials,Aerospace & Defense,1260221,Q7833612,US8936411003,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US8936411003:XNYS
TRV,TRV,The Travelers Companies,Travelers Companies (The),Financials,Property & Casualty Insurance,86312,Q942471,US89417E1091,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US89417E1091:XNYS
TFC,TFC,Truist Financial,Truist Financial,Financials,Diversified Banks,92230,Q795486,US89832Q1094,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US89832Q1094:XNYS
TYL,TYL,Tyler Technologies,Tyler Technologies,Information Technology,Application Software,860731,Q48802335,US9022521051,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9022521051:XNYS
TSN,TSN,Tyson Foods,Tyson Foods,Consumer Staples,Packaged Foods & Meats,100493,Q1325987,US9024941034,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9024941034:XNYS
USB,USB,U.S. Bancorp,U.S. Bancorp,Financials,Diversified Banks,36104,Q739084,US9029733048,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9029733048:XNYS
UBER,UBER,Uber,Uber,Industrials,Passenger Ground Transportation,1543151,Q780442,US90353T1007,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US90353T1007:XNYS
ULTA,ULTA,Ulta Beauty,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1403568,Q7880076,US90384S3031,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US90384S3031:XNAS
UNP,UNP,Union Pacific Corporation,Union Pacific Corporation,Industrials,Rail Transportation,100885,Q20183163,US9078181081,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9078181081:XNYS
UPS,UPS,United Parcel Service,United Parcel Service,Industrials,Air Freight & Logistics,1090727,Q155026,US9113121068,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9113121068:XNYS
URI,URI,United Rentals,United Rentals,Industrials,Trading Companies & Distributors,1067701,Q7889101,US9113631090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9113631090:XNYS
UNH,UNH,UnitedHealth Group,UnitedHealth Group,Health Care,Managed Health Care,731766,Q2103926,US91324P1021,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US91324P1021:XNYS
UHS,UHS,Universal Health Services,Universal Health Services,Health Care,Health Care Facilities,352915,Q7893967,US9139031002,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9139031002:XNYS
VLO,VLO,Valero Energy,Valero Energy,Energy,Oil & Gas Refining & Marketing,1035002,Q1283291,US91913Y1001,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US91913Y1001:XNYS
VEEV,VEEV,Veeva Systems,Veeva Systems,Health Care,Health Care Technology,1393052,Q24204493,US9224751084,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9224751084:XNYS
VLTO,VLTO,Veralto Corporation,Veralto,Industrials,Environmental & Facilities Services,1967680,Q124721239,US92338C1036,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92338C1036:XNYS
VRSN,VRSN,Verisign,Verisign,Information Technology,Internet Services & Infrastructure,1014473,Q734338,US92343E1029,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92343E1029:XNAS
VRSK,VRSK,Verisk Analytics,Verisk Analytics,Industrials,Research & Consulting Services,1442145,Q7921370,US92345Y1064,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92345Y1064:XNAS
VRTX,VRTX,Vertex Pharmaceuticals,Vertex Pharmaceuticals,Health Care,Biotechnology,875320,Q2744099,US92532F1003,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92532F1003:XNAS
VRT,VRT,Vertiv,Vertiv,Industrials,Electrical Components & Equipment,1674101,Q5370909,US92537N1081,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92537N1081:XNYS
VTRS,VTRS,Viatris,Viatris,Health Care,Pharmaceuticals,1792044,Q101983981,US92556V1061,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92556V1061:XNAS
V,V,Visa Inc.,Visa Inc.,Financials,Transaction & Payment Processing Services,1403161,Q328840,US92826C8394,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92826C8394:XNYS
VST,VST,Vistra,Vistra Corp.,Utilities,Electric Utilities,1692819,Q104158381,US92840M1027,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92840M1027:XNYS
VMC,VMC,Vulcan Materials Company,Vulcan Materials Company,Materials,Construction Materials,1396009,Q1685287,US9291601097,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9291601097:XNYS
WRB,WRB,W. R. Berkley,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,11544,Q1369955,US0844231029,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US0844231029:XNYS
GWW,GWW,W. W. Grainger,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,277135,Q1627894,US3848021040,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3848021040:XNYS
WAB,WAB,Wabtec,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,943452,Q741707,US9297401088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9297401088:XNYS
WMT,WMT,Q483551,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,104169,Q483551,US9311421039,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9311421039:XNAS
DIS,DIS,The Walt Disney Company,Walt Disney Company (The),Communication Services,Movies & Entertainment,1744489,Q7414,US2546871060,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2546871060:XNYS
WBD,WBD,Webuild,Warner Bros. Discovery,Communication Services,Broadcasting,1437107,Q21693482,US9344231041,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9344231041:XNAS
WM,WM,"Waste Management, Inc",Waste Management,Industrials,Environmental & Facilities Services,823768,Q2552219,US94106L1098,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US94106L1098:XNYS
WAT,WAT,Waters Corporation,Waters Corporation,Health Care,Life Sciences Tools & Services,1000697,Q1322011,US9418481035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9418481035:XNYS
WEC,WEC,WEC Energy Group,WEC Energy Group,Utilities,Electric Utilities,783325,Q8027166,US92939U1060,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US92939U1060:XNYS
WFC,WFC,Wells Fargo,Wells Fargo,Financials,Diversified Banks,72971,Q744149,US9497461015,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9497461015:XNYS
WST,WST,West Pharmaceutical Services (United States),West Pharmaceutical Services,Health Care,Health Care Supplies,105770,Q30338243,US9553061055,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9553061055:XNYS
WDC,WDC,Western Digital,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",106040,Q738770,US9581021055,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9581021055:XNAS
WSM,WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,719955,Q2581220,US9699041011,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9699041011:XNYS
WMB,WMB,Williams Companies,Williams Companies,Energy,Oil & Gas Storage & Transportation,107263,Q930639,US9694571004,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9694571004:XNYS
WYNN,WYNN,Wynn Resorts,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,1174922,Q2274089,US9831341071,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9831341071:XNAS
XYL,XYL,Xylem Inc.,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,1524472,Q3146975,US98419M1009,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US98419M1009:XNYS
YUM,YUM,Yum! Brands,Yum! Brands,Consumer Discretionary,Restaurants,1041061,Q668737,US9884981013,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9884981013:XNYS
ZBRA,ZBRA,Zebra Technologies,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,877212,Q2443609,US9892071054,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US9892071054:XNAS
ZBH,ZBH,Zimmer Biomet Holdings,Zimmer Biomet,Health Care,Health Care Equipment,1136869,Q203552,US98956P1021,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US98956P1021:XNYS
ZTS,ZTS,Zoetis,Zoetis,Health Care,Pharmaceuticals,1555280,Q8073337,US98978V1035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US98978V1035:XNYS
